url,origin,name,lang,hasParts,materia,image
http://www.wikidata.org/entity/Q2457586,Spain,빠다다스 브라바스,ko,{'감자'},{''},
http://www.wikidata.org/entity/Q202677,Spain,gazpacho,nl,"{'tomaat, citroensap, Capsicum, olijfolie, azijn, tomatenplant, ui, komkommerplant, knoflook, keukenzout, brood, Capsicum annuum, water'}","{'Capsicum annuum, brood, keukenzout, ijs, citroensap, tomaat, komkommerplant, tomatenplant, azijn, olijfolie'}",
http://www.wikidata.org/entity/Q10753530,Spain,Lechazo,en,{'lamb meat'},{''},
http://www.wikidata.org/entity/Q917761,Spain,Kambyre'ẽ,gn,{'kamby'},{'kamby'},
http://www.wikidata.org/entity/Q159304,Spain,Torrão de Alicante,pt,"{'mel, amêndoa, clara do ovo'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,西班牙凍湯,zh-hant,"{'橄欖油, 番茄, 檸檬汁, 水, 辣椒, 洋蔥, 黄瓜, 蒜, 食鹽, 麵包'}","{'辣椒, 番茄, 麵包, 食鹽, 橄欖油, 檸檬汁, 黄瓜'}",
http://www.wikidata.org/entity/Q995376,Spain,Fabada asturiana,en,"{'chorizo, Faba asturiana'}",{''},
http://www.wikidata.org/entity/Q212121,Spain,Paelia,pam,"{'Manuk, pale, Bule, Aluntiang Bitsuwelas'}",{''},
http://www.wikidata.org/entity/Q5669743,Spain,Amendoados,gl,"{'mel, azucre, Améndoa'}",{''},
http://www.wikidata.org/entity/Q2227296,Spain,Pestiño,eu,{'ore'},{''},
http://www.wikidata.org/entity/Q590686,Spain,Chistorra,de,{'Hackfleisch'},{''},
http://www.wikidata.org/entity/Q3027539,Spain,Suso,es,{'crema pastelera'},{''},
http://www.wikidata.org/entity/Q590686,Spain,чисторра,ru,{'фарш'},{''},
http://www.wikidata.org/entity/Q995376,Spain,Fabada asturiana,nl,{'chorizo'},{''},
http://www.wikidata.org/entity/Q35944,Spain,Panellet,eu,{'mazapan'},{''},
http://www.wikidata.org/entity/Q917761,Spain,Dulce de leche,sr,{'млеко'},{'млеко'},
http://www.wikidata.org/entity/Q281751,Spain,Tortilla española,cy,"{'halen, olew olewydd, nionyn'}",{''},
http://www.wikidata.org/entity/Q2835652,Spain,Judías de El Barco de Ávila,de,{'Bohne'},{''},
http://www.wikidata.org/entity/Q5420610,Spain,Potagium,la,{'Caro'},{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ensaymada,tl,"{'asukal, arina, Untosinsal, itlog'}",{''},
http://www.wikidata.org/entity/Q593209,Spain,Leite frito,gl,{'fariña'},"{'leite, azucre, fariña'}",
http://www.wikidata.org/entity/Q212121,Spain,பயேலா,ta,"{'கோழி, நெல், உப்பு, குங்குமப்பூ, ஆலிவ் எண்ணெய், பச்சை அவரை, தக்காளி'}",{''},
http://www.wikidata.org/entity/Q1784786,Spain,피스토,ko,"{'가지, 양파, 토마토'}","{'가지, 양파, 올리브기름, 고추속'}",
http://www.wikidata.org/entity/Q1635129,Spain,salmorejo,sv,"{'olivolja, Serranoskinka, tomat, vitlök, bröd, salt'}",{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ensaïmada,jv,"{'gula, glepung, Lemak babi, Endhog minangka panganan'}",{''},
http://www.wikidata.org/entity/Q11691713,Spain,mazapán de Toledo,en,{'almond'},{''},
http://www.wikidata.org/entity/Q5529194,Spain,гаспачуэло,ru,"{'оливковое масло, майонез, желток, рыбный бульон, чеснок'}",{''},
http://www.wikidata.org/entity/Q8347391,Spain,コチニーリョ・アサード,ja,{'豚肉'},{''},
http://www.wikidata.org/entity/Q212121,Spain,paella d'arròs,ca,"{""gall, arròs, sal, safrà, oli d'oliva, garrofó, mongeta tendra, carn de conill, tomàquet""}",{''},
http://www.wikidata.org/entity/Q593209,Spain,Leche frita,fr,{'farine'},"{'lait, sucre, farine'}",
http://www.wikidata.org/entity/Q2227296,Spain,페스티뇨,ko,{'반죽'},{''},
http://www.wikidata.org/entity/Q703836,Spain,Arroz con pollo,vi,"{'gạo, thịt gà'}",{''},
http://www.wikidata.org/entity/Q593209,Spain,llet de Pasqua,ca,{'farina'},"{'llet, sucre, farina'}",
http://www.wikidata.org/entity/Q1635129,Spain,salmorejo,de,"{'Brot, Speisesalz, Olivenöl, Serrano-Schinken, Tomate, Knoblauchzwiebel'}",{''},
http://www.wikidata.org/entity/Q159304,Spain,Turrón,nb,"{'honning, mandel, eggehvite'}",{''},
http://www.wikidata.org/entity/Q957776,Spain,มิกัส,th,{'ขนมปัง'},{''},
http://www.wikidata.org/entity/Q6059380,Spain,Pan de Cádiz,es,{'mazapán'},{''},
http://www.wikidata.org/entity/Q2878129,Spain,バカラオ・アル・アホアリエロ,ja,"{'タラ（鱈）, トマト, ニンニク'}",{''},
http://www.wikidata.org/entity/Q591888,Spain,Farcimen dulce,la,{'Farina'},{''},
http://www.wikidata.org/entity/Q212121,Spain,Պաելյա,hy,"{'հավ, բրինձ, սեղանի աղ, Զաֆրան (համեմունք), ձիթայուղ, լոլիկ'}",{''},
http://www.wikidata.org/entity/Q130186,Spain,Torté,jv,{'Krim mértega'},{'Krim mértega'},
http://www.wikidata.org/entity/Q212121,Spain,Paella,vi,"{'gà, gạo, muối ăn, Saffron, Dầu ô liu, Phaseolus lunatus, Thịt thỏ, Đậu cô ve'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,гаспачо,mk,"{'пиперка, Маслиново масло, Домат, кромид, Краставица, Лук, сол, леб, вода'}","{'леб, сол, мраз, Краставица, Домат, Маслиново масло'}",
http://www.wikidata.org/entity/Q212121,Spain,paella,nl,"{'kip, rijst, keukenzout, saffraan, olijfolie, sperzieboon, Phaseolus lunatus, konijnenvlees, tomaat'}",{''},
http://www.wikidata.org/entity/Q3027539,Spain,xuixo,ca,{'crema pastissera'},{''},
http://www.wikidata.org/entity/Q3044741,Spain,Esqueixada,eu,"{'Piper, Tipuleta, Bakailao, oliba, tomate'}",{''},
http://www.wikidata.org/entity/Q702104,Spain,Ardei umpluţi,nl,"{'Capsicum, gehakt'}",{''},
http://www.wikidata.org/entity/Q212121,Spain,Paella,is,"{'Kjúklingur, hrísgrjón, borðsalt, Saffran, Ólífuolía'}",{''},
http://www.wikidata.org/entity/Q702104,Spain,スタッフドペッパー,ja,"{'トウガラシ属, 挽肉'}",{''},
http://www.wikidata.org/entity/Q392172,Spain,Tortas de Aceite,en,{'wheat flour'},{''},
http://www.wikidata.org/entity/Q8255731,Spain,Callos a la Madrileña,jv,{'Babat'},{''},
http://www.wikidata.org/entity/Q202677,Spain,Gazpacho,nn,"{'tomat, paprikaslekta, olivenolje, eddik, lauk, agurk, kvitlauk, salt, brød, paprika, vatn'}","{'paprika, tomat, brød, eddik, salt, olivenolje, is, agurk'}",
http://www.wikidata.org/entity/Q130186,Spain,torte,it,{'Crema al burro'},{'Crema al burro'},
http://www.wikidata.org/entity/Q2706236,Spain,natillas,en,"{'sugar, egg, milk'}",{''},
http://www.wikidata.org/entity/Q130186,Spain,تورته,fa,{'کرم کره'},{'کرم کره'},
http://www.wikidata.org/entity/Q5706305,Spain,Arròs amb bledes,ca,"{'arròs, bleda, patata, mongeta seca'}",{''},
http://www.wikidata.org/entity/Q1344218,Spain,エンサイマダ,ja,"{'砂糖, 穀粉, ラード, 卵'}",{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ensaïmada,fi,"{'sokeri, jauho, Silava, muna'}",{''},
http://www.wikidata.org/entity/Q743714,Spain,Catània,ca,{'Prunus dulcis'},{''},
http://www.wikidata.org/entity/Q995376,Spain,法瓦達,zh,{'乔利佐'},{''},
http://www.wikidata.org/entity/Q1635129,Spain,サルモレッホ,ja,"{'トマト, ニンニク, パン, 食塩, オリーブ・オイル, ハモン・セラーノ'}",{''},
http://www.wikidata.org/entity/Q1936949,Spain,Сарсуэла,ru,{'рыбы'},{''},
http://www.wikidata.org/entity/Q8255731,Spain,Требуха по-мадридски,ru,{'требуха'},{''},
http://www.wikidata.org/entity/Q5731577,Spain,Bollo maimón,es,{'harina de trigo'},{''},
http://www.wikidata.org/entity/Q385808,Spain,小肉餅,zh-hant,"{'穀粉, 豬肉'}",{''},
http://www.wikidata.org/entity/Q590686,Spain,Chistorra,en,{'minced meat'},{''},
http://www.wikidata.org/entity/Q212121,Spain,paelya,bcl,"{'Manok, paroy, Perkoles, Balatong'}",{''},
http://www.wikidata.org/entity/Q281751,Spain,espanjalainen munakas,fi,"{'ruokasuola, oliiviöljy, sipuli, kananmuna, peruna'}",{''},
http://www.wikidata.org/entity/Q3497851,Spain,Eskudelya,az,"{'yerkökü, Gül kələm, Kərəviz, Tefteli'}",{''},
http://www.wikidata.org/entity/Q584324,Spain,塞拉诺火腿,zh-cn,{'火腿'},{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ensaïmada de Mallorca,de,"{'Zucker, Mehl, Schmalz, Ei'}",{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ενσαϊμάδα,el,"{'ζάχαρη, αλεύρι, Λαρδί, αυγό (τρόφιμο)'}",{''},
http://www.wikidata.org/entity/Q159304,Spain,Турро,uk,"{'мед, Мигдаль (горіх), яєчний білок'}",{''},
http://www.wikidata.org/entity/Q98304693,Spain,Garroticos,es,"{'chocolate, hojaldre'}","{'manzana, chocolate, hojaldre, Cabello de ángel'}",
http://www.wikidata.org/entity/Q3133335,Spain,Tombet,en,"{'tomato, french fries, bell pepper, eggplant'}",{''},
http://www.wikidata.org/entity/Q3027539,Spain,Шушу,ru,{'ванильный крем'},{''},
http://www.wikidata.org/entity/Q2706236,Spain,natilla,pt,"{'leite, açúcar, ovo'}",{''},
http://www.wikidata.org/entity/Q3136951,Spain,โซบาโอ,th,{'น้ำตาล'},{''},
http://www.wikidata.org/entity/Q2706236,Spain,natillas,nl,"{'melk, suiker, ei'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,gazpacho,en,"{'tomato, lemon juice, Capsicum, olive oil, vinegar, Allium cepa, Cucumis sativus, Garlic (allium sativum), table salt, bread, Capsicum annuum, water'}","{'Capsicum annuum, bread, table salt, ice, lemon juice, tomato, Cucumis sativus, vinegar, olive oil'}",
http://www.wikidata.org/entity/Q3753245,Spain,Boquerones en vinagre,es,{'Anchoa'},{''},
http://www.wikidata.org/entity/Q202677,Spain,ガスパチョ,ja,"{'トマト, レモンジュース, トウガラシ属, オリーブ・オイル, 酢, タマネギ, キュウリ, ニンニク, 食塩, パン, トウガラシ, 水'}","{'トウガラシ, パン, 食塩, 氷, レモンジュース, トマト, キュウリ, 酢, オリーブ・オイル'}",
http://www.wikidata.org/entity/Q2457586,Spain,patatas bravas,es,"{'Salsa brava, papa'}",{''},
http://www.wikidata.org/entity/Q597044,Spain,Quesada pasiega,es,{'leche'},{''},
http://www.wikidata.org/entity/Q1784786,Spain,Pisto,ca,"{'alberginiera, cebera, tomàquet'}","{""alberginiera, cebera, oli d'oliva, Pebrotera, carabassó, tomàquet""}",
http://www.wikidata.org/entity/Q5638274,Spain,postre vigilante,ca,"{'formatge, dulce de batata, codonyat'}",{''},
http://www.wikidata.org/entity/Q1936949,Spain,Sarsuela,eo,{'fiŝo'},{''},
http://www.wikidata.org/entity/Q2227296,Spain,pestiños,en,{'dough'},{''},
http://www.wikidata.org/entity/Q212121,Spain,Paella,lmo,{'ris'},{''},
http://www.wikidata.org/entity/Q212121,Spain,paella,pt,"{'Gallus gallus domesticus, arroz, sal de cozinha, açafrão, azeite, Feijão-de-lima, feijão-verde, tomate'}",{''},
http://www.wikidata.org/entity/Q3034906,Spain,mona de Pasqua,ca,"{'ou, massa'}",{''},
http://www.wikidata.org/entity/Q6090810,Spain,Puchas,es,"{'azúcar, sal, pimpinella anisum, harina, aceite, picatostes'}",{''},
http://www.wikidata.org/entity/Q1344218,Spain,Ensaimada,eu,"{'azukre, irin, Txerri-gantz, arrautza'}",{''},
http://www.wikidata.org/entity/Q7230368,Spain,Porra antequerana,jv,"{'roti, tomat'}",{''},
http://www.wikidata.org/entity/Q702104,Spain,Paprika isi,jv,{'daging giling'},{''},
http://www.wikidata.org/entity/Q212121,Spain,Παέγια,el,"{'όρνιθα, ρύζι, αλάτι, σαφράνι, Ελαιόλαδο, Φασόλι Λίμα, φασολάκι'}",{''},
http://www.wikidata.org/entity/Q2881895,Spain,Andrajos,eo,"{'pastaĵo, kuniklo'}",{''},
http://www.wikidata.org/entity/Q2227296,Spain,Pestiño,fr,{'pâte'},{''},
http://www.wikidata.org/entity/Q202677,Spain,ਗੈਜ਼ਪਾਖੋ,pa,"{'ਸ਼ਿਮਲਾ ਮਿਰਚ, ਜੈਤੂਨ ਦਾ ਤਾਲ, ਸਿਰਕਾ, ਟਮਾਟਰ, ਪਿਆਜ਼, ਖੀਰਾ, ਲਸਣ, ਲੂਣ, ਬਰੈਡ, ਪਾਣੀ'}","{'ਬਰੈਡ, ਲੂਣ, ਬਰਫ਼, ਖੀਰਾ, ਟਮਾਟਰ, ਸਿਰਕਾ, ਜੈਤੂਨ ਦਾ ਤਾਲ'}",
http://www.wikidata.org/entity/Q995376,Spain,Фабада,uk,{'Чорісос'},{''},
http://www.wikidata.org/entity/Q3751036,Spain,Эсгаррат,ru,{'перец сладкий'},{''},
http://www.wikidata.org/entity/Q1105215,Spain,マドリード風シチュー,ja,{'ひよこ豆'},{''},
http://www.wikidata.org/entity/Q1784786,Spain,Pisto,eu,"{'alberjinia, tipula, Tomate'}","{'alberjinia, tipula, oliba-olio, Capsicum, tomate'}",
http://www.wikidata.org/entity/Q5638274,Spain,Romeu e Julieta,pt-br,"{'queijo, marmelada'}",{''},
http://www.wikidata.org/entity/Q2882983,Spain,Սուրբ Թերեզայի դեղնուցներ,hy,"{'Ռեբու, շաքարավազ'}",{''},
http://www.wikidata.org/entity/Q3136951,Spain,Sobau pasiegu,ext,{'açuca'},{''},
http://www.wikidata.org/entity/Q212121,Spain,Паеля,bg,"{'домашна кокошка, ориз, готварска сол, шафран, Зехтин, Phaseolus lunatus'}",{''},
http://www.wikidata.org/entity/Q4796278,Spain,Arroz a la cubana,nl,{'ei'},{''},
http://www.wikidata.org/entity/Q2457586,Spain,Patates braves,fr,"{'Salsa brava, pomme de terre'}",{''},
http://www.wikidata.org/entity/Q3028666,Spain,Neula,jv,{'glepung'},{''},
http://www.wikidata.org/entity/Q9078988,Spain,миндальный суп,ru,"{'молоко, сливки, ваниль, корица, миндаль'}",{''},
http://www.wikidata.org/entity/Q212121,Spain,Paëla,cy,"{'Iâr, reis, halen, saffrwm, olew olewydd'}",{''},
http://www.wikidata.org/entity/Q5529194,Spain,Gazpachuelo,es,"{'aceite de oliva, mayonesa, yema de huevo, caldo de pescado, ajo'}",{''},
http://www.wikidata.org/entity/Q597159,Spain,파파스 아루가다스,ko,{'감자'},"{'소금, 감자'}",
http://www.wikidata.org/entity/Q281751,Spain,Tortilha espanhola,pt,"{'sal de cozinha, azeite, cebola, ovo de galinha, batata'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,西班牙凍湯,zh,"{'檸檬汁, 番茄, 黄瓜, 洋蔥, 醋, 橄欖油, 辣椒属, 蒜, 食盐, 麵包, 辣椒, 水'}","{'番茄, 辣椒, 食盐, 麵包, 醋, 冰, 橄欖油, 檸檬汁, 黄瓜'}",
http://www.wikidata.org/entity/Q1344218,Spain,Ensaimada,gl,"{'azucre, fariña, Manteiga de porco, ovo'}",{''},
http://www.wikidata.org/entity/Q35944,Spain,Panellets,sv,{'marsipan'},{''},
http://www.wikidata.org/entity/Q168263,Spain,Tortel,es,{'brioche'},{''},
http://www.wikidata.org/entity/Q1222099,Spain,coca de Sant Joan,ca,"{'cirera, pinyó'}",{''},
http://www.wikidata.org/entity/Q5875021,Spain,Gambas en gabardina,sv,{'räka'},{''},
http://www.wikidata.org/entity/Q3133335,Spain,トゥンベット,ja,"{'トマト, フライドポテト, ピーマン, ナス'}",{''},
http://www.wikidata.org/entity/Q868158,Spain,Cocido,de,"{'Mohrrübe, Aufschnitt, Fleisch, Phaseolus vulgaris, Salo, Kartoffel, Kichererbse'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,gaspacho,et,"{'tomat, Sidrunimahl, Paprika, oliiviõli, Äädikas, harilik sibul, harilik kurk, küüslauk, söögisool, leib, harilik paprika, vesi'}","{'harilik paprika, leib, söögisool, jää, Sidrunimahl, tomat, harilik kurk, Äädikas, oliiviõli'}",
http://www.wikidata.org/entity/Q212121,Spain,西班牙大鑊飯,yue,"{'雞, 稻米, 食鹽, 藏紅花, 橄欖油, 荷包豆, 荳角, 番茄'}",{''},
http://www.wikidata.org/entity/Q702104,Spain,biber dolması,tr,"{'biber, Kıyma'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,Гаспачо,sr-ec,"{'маслиново уље, бели лук, со, хлеб'}","{'хлеб, со, маслиново уље, лед'}",
http://www.wikidata.org/entity/Q8347391,Spain,garrí rostit,ca,{'carn de porc'},{''},
http://www.wikidata.org/entity/Q1412378,Spain,Gofio,it,{'cereale'},{''},
http://www.wikidata.org/entity/Q593209,Spain,leche frita,en,{'flour'},"{'milk, sugar, flour'}",
http://www.wikidata.org/entity/Q20016,Spain,vermiĉelaĵo,eo,"{'akvo, salo, oliv-oleo, nudelo, marfrukto, Sepio, Zebra mitulo, salikoko, cepo, ajlo'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,gazpacho,sv,"{'tomat, citronjuice, Spanskpepparsläktet, olivolja, vinäger, lök, gurka, vitlök, salt, bröd, Spanskpeppar, vatten'}","{'Spanskpeppar, bröd, salt, is, gurka, tomat, vinäger, olivolja, citronjuice'}",
http://www.wikidata.org/entity/Q2835652,Spain,Judías de El Barco de Ávila,es,{'legumbre'},{''},
http://www.wikidata.org/entity/Q702104,Spain,pimientos rellenos,es,"{'Capsicum, carne picada'}",{''},
http://www.wikidata.org/entity/Q6009527,Spain,メルコチャ,ja,"{'レモン, パネラ'}",{''},
http://www.wikidata.org/entity/Q5669743,Spain,Almendratu,eu,"{'ezti, azukre, arbendol'}",{''},
http://www.wikidata.org/entity/Q7088254,Spain,อุลยาดา,th,{'ผัก'},{''},
http://www.wikidata.org/entity/Q413126,Spain,Ajoblanco,jv,"{'roti, Lenga jaétun'}",{''},
http://www.wikidata.org/entity/Q935937,Spain,Miguelitos,fr,{'crème pâtissière'},{''},
http://www.wikidata.org/entity/Q995376,Spain,ฟาบาดา,th,{'โชริโซ'},{''},
http://www.wikidata.org/entity/Q1968771,Spain,Olla podrida,ca,{'pork and beans'},{''},
http://www.wikidata.org/entity/Q597044,Spain,quesada pasiega,fr,{'lait'},{''},
http://www.wikidata.org/entity/Q5889331,Spain,gurullos,es,{'harina de trigo'},{''},
http://www.wikidata.org/entity/Q202677,Spain,gaspacho,fr,"{""tomate, jus de citron, Capsicum, huile d'olive, vinaigre, oignon, concombre, ail, sel alimentaire, pain, Capsicum annuum, eau""}","{""Capsicum annuum, pain, sel alimentaire, glace, jus de citron, tomate, concombre, vinaigre, huile d'olive""}",
http://www.wikidata.org/entity/Q3753245,Spain,Boquerones en vinagre,fr,{'Engraulidae'},{''},
http://www.wikidata.org/entity/Q1105215,Spain,Cocido madrileño,en,{'chickpea'},{''},
http://www.wikidata.org/entity/Q202677,Spain,西班牙冻汤,zh-cn,"{'橄榄油, 辣椒属, 西红柿, 水, 洋葱, 黄瓜, 大蒜, 面包, 辣椒'}","{'辣椒, 面包, 橄榄油, 冰, 西红柿, 黄瓜'}",
http://www.wikidata.org/entity/Q212121,Spain,Paella,da,"{'høns, ris, salt, safran, tomat, olivenolie'}",{''},
http://www.wikidata.org/entity/Q413126,Spain,ajoblanco,it,"{'pane, olio di oliva, mandorla, aglio'}",{''},
http://www.wikidata.org/entity/Q3286616,Spain,mantecada,fr,{'farine'},{''},
http://www.wikidata.org/entity/Q6072201,Spain,perdiz escabechada,es,{'perdiz'},{''},
http://www.wikidata.org/entity/Q4796278,Spain,อาร์โรซอาลากูบานา,th,{'ไข่'},{''},
http://www.wikidata.org/entity/Q3497851,Spain,escudella i carn d'olla,ca,"{'pastanaga, col, Apium, mandonguilla'}",{''},
http://www.wikidata.org/entity/Q2882983,Spain,Yemas de Santa Teresa,fr,"{""jaune d'oeuf, sucre semoule""}",{''},
http://www.wikidata.org/entity/Q8255731,Spain,Callos a la madrileña,en,{'tripe'},{''},
http://www.wikidata.org/entity/Q3136951,Spain,Sobao,es,{'azúcar'},{''},
http://www.wikidata.org/entity/Q3136951,Spain,Sobao,pl,{'cukier spożywczy'},{''},
http://www.wikidata.org/entity/Q3286616,Spain,مانتکادا,fa,{'آرد'},{''},
http://www.wikidata.org/entity/Q5875021,Spain,Gambas en gabardina,es,{'gamba o langostino'},{''},
http://www.wikidata.org/entity/Q212121,Spain,paelya,tl,"{'Langis ng oliba, Patani, Sitaw, Manok, palay, asin'}",{''},
http://www.wikidata.org/entity/Q591888,Spain,Fartons,fr,{'farine'},{''},
http://www.wikidata.org/entity/Q16590111,Spain,Lentilles au chorizo,fr,"{'chorizo, feuille de laurier, lentile'}",{''},
http://www.wikidata.org/entity/Q202677,Spain,gazpacho,it,"{'pomodoro, succo di limone, Capsicum, olio di oliva, aceto, Solanum lycopersicum, Allium cepa, Cucumis sativus, Allium sativum, sale da cucina, pane, Capsicum annuum, acqua'}","{'Capsicum annuum, pane, sale da cucina, ghiaccio, succo di limone, pomodoro, Cucumis sativus, Solanum lycopersicum, aceto, olio di oliva'}",
http://www.wikidata.org/entity/Q1784786,Spain,Pisto,en,"{'Solanum melongena, Allium cepa, tomato'}","{'Solanum melongena, Allium cepa, olive oil, Capsicum, tomato, marrow'}",
http://www.wikidata.org/entity/Q212121,Spain,პაელია,ka,"{'ქათამი, ბრინჯი, სუფრის მარილი, ზეითუნის ზეთი, პომიდორი'}",{''},
http://www.wikidata.org/entity/Q584324,Spain,Giăm bông Serrano,vi,{'giăm bông'},{''},
http://www.wikidata.org/entity/Q281751,Spain,Tortilla de patacas,gl,"{'sal común, aceite de oliva, pataca'}",{''},
http://www.wikidata.org/entity/Q2835652,Spain,Judías de El Barco de Ávila,en-ca,{'Bean'},{''},
http://www.wikidata.org/entity/Q868158,Spain,cocido,en,"{'carrot, cold cut, meat, Phaseolus vulgaris, salo, potato, chickpea'}",{''},
http://www.wikidata.org/entity/Q212121,Spain,Paella,io,"{'hano, rizo, manjebla salo, Safrano, oliv-oleo, Phaseolus lunatus'}",{''},
http://www.wikidata.org/entity/Q591888,Spain,fartons,en,{'flour'},{''},
http://www.wikidata.org/entity/Q130186,Spain,토르테,ko,{'버터크림'},{'버터크림'},
http://www.wikidata.org/entity/Q130186,Spain,торт,uk,{'крем'},{'крем'},
http://www.wikidata.org/entity/Q30005067,Spain,potaje con hojas de cardo,es,"{'Cynara cardunculus, papa'}",{''},
http://www.wikidata.org/entity/Q212121,Spain,西班牙大锅饭,zh-sg,"{'橄榄油, 番茄'}",{''},
http://www.wikidata.org/entity/Q1936949,Spain,Sarsuela,fr,{'poisson'},{''},
http://www.wikidata.org/entity/Q5849978,Spain,caramel nougat,en,"{'sugar, almond'}",{''},
http://www.wikidata.org/entity/Q1227144,Spain,Intxaursaltsa,eu,"{'esne, azukre, esne-gain, kanela, Intxaur'}",{''},
http://www.wikidata.org/entity/Q1635129,Spain,冷番茄汤,zh,"{'食盐, 橄欖油, 大蒜, 番茄, 麵包'}",{''},
http://www.wikidata.org/entity/Q995376,Spain,Fabada,ceb,{'Longganisa'},{''},
http://www.wikidata.org/entity/Q123245043,Spain,Tagarninas o cardillos,es,{'Scolymus hispanicus'},{''},
http://www.wikidata.org/entity/Q5849978,Spain,歐式黑麻糖,zh,"{'食糖, 大杏仁'}",{''},
http://www.wikidata.org/entity/Q3667736,Spain,Chicharrón,es,"{'panza de cerdo, chicharrón'}","{'chicharrón, panza de cerdo'}",
http://www.wikidata.org/entity/Q1412378,Spain,Gofio,jv,{'Séréalia'},{''},
http://www.wikidata.org/entity/Q597159,Spain,Papas Arrugadas,de,{'Kartoffel'},"{'Speisesalz, Kartoffel'}",
http://www.wikidata.org/entity/Q702104,Spain,töltött paprika,hu,{'paprika'},{''},
http://www.wikidata.org/entity/Q584324,Spain,ฆามอนเซร์ราโน,th,{'แฮม'},{''},
http://www.wikidata.org/entity/Q881582,Spain,修道女のおなら,ja,{'カスタードクリーム'},{''},
http://www.wikidata.org/entity/Q212121,Spain,西班牙大鍋飯,zh,"{'鸡, 稻, 食盐, 番紅花, 橄欖油, 兔肉, 棉豆, 番茄, 豆角'}",{''},
http://www.wikidata.org/entity/Q4796278,Spain,Ароз а Ла Кубана,bg,{'Яйце'},{''},
http://www.wikidata.org/entity/Q917761,Spain,dulce de leche,et,{'piim'},{'piim'},
http://www.wikidata.org/entity/Q5731555,Spain,Bolla de chicharrones,es,"{'azúcar, pimpinella anisum, harina, Chicharrón'}",{''},
http://www.wikidata.org/entity/Q1026488,Spain,caldo gallego,fr,{'chou blanc'},{''},
http://www.wikidata.org/entity/Q1784786,Spain,ピスト・マンチェゴ,ja,"{'ナス, タマネギ, トマト'}","{'ナス, タマネギ, オリーブ・オイル, トマト, トウガラシ属'}",
http://www.wikidata.org/entity/Q702104,Spain,Пълнени чушки,bg,"{'Capsicum, Кайма'}",{''},
http://www.wikidata.org/entity/Q159304,Spain,Туррон,ru,"{'пчелиный мёд, миндаль, яичный белок'}",{''},
http://www.wikidata.org/entity/Q20016,Spain,fideuà,oc,"{""aiga, sal alimentària, Òli d'oliva, Sepia, Cambaròta, alh""}",{''},
http://www.wikidata.org/entity/Q868158,Spain,Kosido,az,"{'Salo, yerkökü, Ət, Adi lobya'}",{''},
http://www.wikidata.org/entity/Q591888,Spain,Fartons,jv,{'glepung'},{''},
http://www.wikidata.org/entity/Q868158,Spain,Cocido,gl,"{'pataca, cenoria, Friame, carne, Feixón'}",{''},
http://www.wikidata.org/entity/Q3543394,Spain,Arròs negre,tl,{'Bigas'},{''},
http://www.wikidata.org/entity/Q868158,Spain,Cocido,es,"{'zanahoria, fiambre, carne, fríjol, Salo, papa, garbanzo'}",{''},
http://www.wikidata.org/entity/Q11681782,Spain,Figatell,en,{'pork'},{''},
http://www.wikidata.org/entity/Q3667736,Spain,Чичаррон,ru,"{'пашина, свиная шкурка'}","{'пашина, свиная шкурка'}",
http://www.wikidata.org/entity/Q8347391,Spain,Cochinillo asado,fr,{'viande de porc'},{''},
http://www.wikidata.org/entity/Q5420610,Spain,Potage,jv,{'daging'},{''},
http://www.wikidata.org/entity/Q3543394,Spain,الأرز الأسود,ar,{'أرز أبيض'},{''},
http://www.wikidata.org/entity/Q385808,Spain,Hornazo,nl,"{'meel, varkensvlees'}",{''},
http://www.wikidata.org/entity/Q11691713,Spain,Mazapán de Toledo,es,{'almendra'},{''},
http://www.wikidata.org/entity/Q3027539,Spain,Xuixo,en,{'pastry cream'},{''},
http://www.wikidata.org/entity/Q8255731,Spain,Madridaj tripoj,eo,{'tripo'},{''},
http://www.wikidata.org/entity/Q115730960,Spain,Quicos,es,{'maíz'},{''},
http://www.wikidata.org/entity/Q1635129,Spain,salmorejo,ca,"{""pa, sal, oli d'oliva, Pernil serrà, tomàquet, all""}",{''},
http://www.wikidata.org/entity/Q202677,Spain,Gazpacho,hr,"{'voda, Jednogodišnja paprika, kruh, kuhinjska sol, Češnjak, Krastavac, lȕk, Rajčica, Paprika, Maslinovo ulje, Ocat'}","{'Rajčica, Jednogodišnja paprika, kruh, Ocat, kuhinjska sol, Maslinovo ulje, led, Krastavac'}",
http://www.wikidata.org/entity/Q159304,Spain,Turrón,de,"{'Honig, Mandel, Eiweiß'}",{''},
http://www.wikidata.org/entity/Q957776,Spain,Migas,war,{'karan-on'},{''},
http://www.wikidata.org/entity/Q5877909,Spain,โอฆูเอลา,th,{'แป้งประกอบอาหาร'},{''},
